"filename", "language", "Shell Script", "Makefile", "Markdown", "C++", "Assembly", "C", "YAML", "Perl", "JSON", "Poryasm", "Poryscript", "PowerShell", "comment", "blank", "total"
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\IslandCave\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 0, 0, 16, 119
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\JaggedPass\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 246, 0, 0, 0, 0, 1, 247
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\JaggedPass\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 220, 0, 0, 0, 49, 269
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 262, 0, 0, 0, 0, 1, 263
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 348, 0, 0, 0, 62, 410
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_Gym_1F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 299, 0, 0, 0, 0, 1, 300
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_Gym_1F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 341, 0, 0, 0, 64, 405
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_Gym_B1F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 242, 0, 0, 0, 0, 1, 243
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_Gym_B1F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 6, 50
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_HerbShop\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 1, 76
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_HerbShop\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 11, 67
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_House\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 1, 76
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_House\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 6, 27
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_Mart\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 1, 76
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_Mart\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 8, 48
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_PokemonCenter_1F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 1, 103
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_PokemonCenter_1F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 11, 51
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_PokemonCenter_2F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 1, 96
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LavaridgeTown_PokemonCenter_2F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 5, 21
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 522, 0, 0, 0, 0, 1, 523
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 638, 0, 0, 0, 124, 762
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_ContestHall\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 515, 0, 0, 0, 0, 1, 516
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_ContestHall\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 465, 0, 0, 0, 74, 539
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_ContestLobby\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 472, 0, 0, 0, 0, 1, 473
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_ContestLobby\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 939, 0, 0, 0, 148, 1087
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_CoveLilyMotel_1F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 1, 67
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_CoveLilyMotel_1F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 17, 132
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_CoveLilyMotel_2F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 1, 121
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_CoveLilyMotel_2F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 115, 0, 0, 0, 22, 137
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStoreElevator\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 1, 50
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStoreElevator\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 17, 125
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStoreRooftop\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 1, 99
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStoreRooftop\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 33, 220
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStore_1F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 0, 1, 138
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStore_1F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 155, 0, 0, 0, 31, 186
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStore_2F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 1, 109
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStore_2F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 12, 81
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStore_3F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 1, 109
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStore_3F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 0, 12, 77
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStore_4F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 1, 109
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStore_4F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 12, 73
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStore_5F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 0, 0, 0, 1, 135
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_DepartmentStore_5F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 21, 172
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_Harbor\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 1, 102
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_Harbor\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 514, 0, 0, 0, 79, 593
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_House1\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 1, 63
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_House1\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 6, 27
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_House2\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 1, 50
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_House2\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 5, 30
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_House3\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 1, 115
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_House3\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 22, 169
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_House4\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 1, 63
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_House4\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 6, 22
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_LilycoveMuseum_1F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 302, 0, 0, 0, 0, 1, 303
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_LilycoveMuseum_1F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 0, 57, 295
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_LilycoveMuseum_2F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 0, 1, 179
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_LilycoveMuseum_2F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 276, 0, 0, 0, 55, 331
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_MoveDeletersHouse\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 1, 50
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_MoveDeletersHouse\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 90, 0, 0, 0, 19, 109
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_PokemonCenter_1F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 1, 109
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_PokemonCenter_1F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 14, 69
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_PokemonCenter_2F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 1, 96
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_PokemonCenter_2F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 5, 21
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_PokemonTrainerFanClub\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 1, 154
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_PokemonTrainerFanClub\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 711, 0, 0, 0, 110, 821
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_UnusedMart\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 1, 36
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LilycoveCity_UnusedMart\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 4
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LittlerootTown\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 282, 0, 0, 0, 0, 1, 283
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LittlerootTown\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 908, 0, 0, 0, 145, 1053
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LittlerootTown\scripts.pory", "Poryscript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 904, 0, 0, 138, 1042
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LittlerootTown_BrendansHouse_1F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 172, 0, 0, 0, 0, 2, 174
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LittlerootTown_BrendansHouse_1F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 374, 0, 0, 0, 67, 441
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LittlerootTown_BrendansHouse_2F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 270, 0, 0, 0, 0, 1, 271
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LittlerootTown_BrendansHouse_2F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 265, 0, 0, 0, 40, 305
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LittlerootTown_MaysHouse_1F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 0, 1, 172
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LittlerootTown_MaysHouse_1F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 359, 0, 0, 0, 51, 410
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LittlerootTown_MaysHouse_2F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 270, 0, 0, 0, 0, 1, 271
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LittlerootTown_MaysHouse_2F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 350, 0, 0, 0, 50, 400
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LittlerootTown_ProfessorBirchsLab\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 0, 2, 238
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\LittlerootTown_ProfessorBirchsLab\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 869, 0, 0, 0, 133, 1002
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_1F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 1, 129
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_1F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 11, 54
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_2F_1R\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 1, 96
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_2F_1R\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 18, 76
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_2F_2R\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 1, 115
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_2F_2R\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 18, 79
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_2F_3R\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 1, 36
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_2F_3R\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 4
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_3F_1R\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 1, 83
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_3F_1R\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 10, 44
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_3F_2R\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 1, 56
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_3F_2R\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 6, 27
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_3F_3R\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 1, 50
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_3F_3R\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 4
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_4F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 0, 0, 1, 141
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MagmaHideout_4F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 0, 0, 27, 233
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MarineCave_End\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 1, 53
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MarineCave_End\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 11, 75
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MarineCave_Entrance\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 1, 29
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MarineCave_Entrance\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 3, 9
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 1, 301
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 582, 0, 0, 0, 86, 668
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_BikeShop\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 1, 80
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_BikeShop\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 271, 0, 0, 0, 50, 321
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_GameCorner\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 385, 0, 0, 0, 0, 1, 386
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_GameCorner\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 670, 0, 0, 0, 109, 779
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_Gym\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 181, 0, 0, 0, 0, 1, 182
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_Gym\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 356, 0, 0, 0, 66, 422
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_House1\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 1, 50
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_House1\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 7, 47
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_House2\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 1, 50
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_House2\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 12, 66
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_Mart\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 1, 76
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_Mart\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 8, 54
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_PokemonCenter_1F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 1, 109
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_PokemonCenter_1F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 12, 57
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_PokemonCenter_2F\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 1, 109
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MauvilleCity_PokemonCenter_2F\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 7, 33
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MeteorFalls_1F_1R\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 213, 0, 0, 0, 0, 1, 214
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MeteorFalls_1F_1R\scripts.inc", "Poryasm", 0, 0, 0, 0, 0, 0, 0, 0, 0, 286, 0, 0, 0, 30, 316
"g:\Games\Rom Hacking\My Hacks\Decomp\Emerald\pokeemerald\data\maps\MeteorFalls_1F_2R\map.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 0, 1, 99
